"pano","ons_const_id","constituency_name","country","region","constituency_type","winner_17","con_17","lab_17","ld_17","snp_17","pc_17","ukip_17","green_17","other_17","majority_17","turnout_17","con_vote_17","lab_vote_17","ld_vote_17","snp_vote_17","pc_vote_17","ukip_vote_17","green_vote_17","total_vote_17","rejected_vote_17","electorate_17","seat_change_1517","con_1517","lab_1517","ld_1517","snp_1517","pc_1517","ukip_1517","green_1517","winner_15","con_15","lab_15","ld_15","snp_15","pc_15","ukip_15","green_15","other_15","majority_15","turnout_15","con_vote_15","lab_vote_15","ld_vote_15","snp_vote_15","pc_vote_15","ukip_vote_15","green_vote_15","bnp_vote_15","total_vote_15","rejected_vote_15","electorate_15","seat_change_1015","con_1015","lab_1015","ld_1015","snp_1015","pc_1015","ukip_1015","green_1015","winner_10","con_10","lab_10","ld_10","snp_10","pc_10","ukip_10","green_10","bnp_10","majority_10","turn_10","con_vote_10","lab_vote_10","ld_vote_10","snp_vote_10","pc_vote_10","ukip_vote_10","green_vote_10","bnp_vote_10","total_vote_10","electorate_10","leave_hanretty","remain_hanretty","con_ppc_17","con_ppc_sex_17","lab_ppc_17","lab_ppc_sex_17","ld_ppc_17","ld_ppc_sex_17","snp_ppc_17","snp_ppc_sex_17","pc_ppc_17","pc_ppc_sex_17","ukip_ppc_17","ukip_ppc_sex_17","green_ppc_17","green_ppc_sex_17","con_ppc_15","con_ppc_sex_15","con_ppc_race_15","lab_ppc_15","lab_ppc_sex_15","lab_ppc_race_15","ld_ppc_15","ld_ppc_sex_15","ld_ppc_race_15","snp_ppc_15","snp_ppc_sex_15","snp_ppc_race_15","pc_ppc_15","pc_ppc_sex_15","pc_ppc_race_15","ukip_ppc_15","ukip_ppc_sex_15","ukip_ppc_race_15","green_ppc_15","green_ppc_sex_15","green_ppc_race_15"
294,"E14000731","Harrow East","England","London","Borough","Conservative",49.4227554331793,45.9671550791622,3.09371619628282,NA,NA,NA,1.51637329137575,NA,3.45560035401711,70.8591735767542,25129,23372,1573,NA,NA,NA,771,50845,142,71755,NA,-0.920101709677873,5.33246120161114,0.977389665670576,NA,NA,-4.76122448979592,-0.210157320869148,"Conservative",50.3428571428571,40.634693877551,2.11632653061224,NA,NA,4.76122448979592,1.7265306122449,0.418367346938775,9.70816326530612,69.0325580084811,24668,19911,1037,NA,NA,2333,846,NA,49000,143,70981,NA,5.69285714285714,3.07469387755102,-12.1536734693878,NA,NA,2.89122448979592,0.0765306122448981,"Conservative",44.65,37.56,14.27,NA,NA,1.87,1.65,NA,7.1,70,21435,18032,6850,NA,NA,896,793,NA,48006,71510,47.47858454,52.52141546,"Blackman, Bob","Man","Shah, Navin","Man","Bernard, Adam","Man",NA,NA,NA,NA,NA,NA,"Wallace, Emma","Woman","Blackman, Bob","Man","White","Kumaran, Uma","Woman","BME","Barlow, Ross Samuel","Man","White",NA,NA,NA,NA,NA,NA,"Powlesland, Aidan","Man","White","Wallace, Emma","Woman","White"
295,"E14000732","Harrow West","England","London","Borough","Labour",34.4077052924238,60.8479793466389,2.51613543838745,NA,NA,0.933373051335518,1.29480687121438,NA,26.4402740542151,72.1449345960428,17326,30640,1267,NA,NA,470,652,50355,128,69797,NA,-7.8148984026173,13.8874832412379,-0.846309039435867,NA,NA,-3.45904803743559,-1.51617096283064,"Labour",42.2226036950411,46.9604961054009,3.36244447782332,NA,NA,4.39242108877111,2.81097783404502,0.251056798918525,4.73789241035985,66.9160300959164,19677,21885,1567,NA,NA,2047,1310,NA,46603,136,69644,NA,5.4326036950411,3.35049610540094,-12.8075555221767,NA,NA,2.32242108877111,1.45097783404502,"Labour",36.79,43.61,16.17,NA,NA,2.07,1.36,NA,6.8,64.5,16968,20111,7458,NA,NA,954,625,NA,46116,68554,45.05624317,54.94375683,"David, Hannah","Woman","Thomas, Gareth","Man","Noyce, Christopher","Man",NA,NA,NA,NA,"Alagaratnam, Rathy","Woman","Langley, Rowan","Man","David, Hannah","Woman","White","Thomas, Gareth Richard","Man","White","Noyce, Christopher David","Man","White",NA,NA,NA,NA,NA,NA,"Bhatti, Mohammed Ali","Man","BME","Langley, Rowan Nicholas Charles","Man","White"
296,"E14000733","Hartlepool","England","North East","Borough","Labour",34.2273216206526,52.513445679455,1.78319588861002,NA,NA,11.4760368112824,NA,NA,18.2861240588024,59.1574987980429,14319,21969,746,NA,NA,4801,NA,41835,86,70718,NA,13.3207629982165,16.8689787257958,-0.143874255730323,NA,NA,-16.5107952981124,-3.39579640415295,"Labour",20.9065586224361,35.6444669536592,1.92707014434034,NA,NA,27.9868321093948,3.39579640415295,10.1392757660167,7.65763484426437,56.4570317526127,8256,14076,761,NA,NA,11052,1341,NA,39490,112,69947,NA,-7.22344137756394,-6.89553304634084,-15.1529298556597,NA,NA,20.9768321093948,3.39579640415295,"Labour",28.13,42.54,17.08,NA,NA,7.01,NA,5.24,14.4,55.5,10758,16267,6533,NA,NA,2682,NA,2002,38242,68927,69.56832972,30.43167028,"Jackson, Carl","Man","Hill, Mike","Man","Hagon, Andy","Man",NA,NA,NA,NA,"Broughton, Phillip","Man",NA,NA,"Royal, Richard Marc","Man","White","Wright, Iain David","Man","White","Allen, Hilary","Woman","White",NA,NA,NA,NA,NA,NA,"Broughton, Phillip","Man","White","Holt, Michael","Man","White"
297,"E14000734","Harwich and North Essex","England","East of England","County","Conservative",58.5068731546118,30.4354627402671,5.44963923270957,NA,NA,3.29481238145519,2.03750415517882,0.275708335777551,28.0714104143447,71.7325441131091,29921,15565,2787,NA,NA,1685,1042,51141,83,71294,NA,7.4621093620779,10.7212242202803,-1.93390883468389,NA,NA,-14.1812365118385,-2.34389657161338,"Conservative",51.0447637925339,19.7142385199868,7.38354806739346,NA,NA,17.4760488932937,4.3814007267922,NA,31.3305252725471,69.8975321114158,24722,9548,3576,NA,NA,8464,2122,NA,48432,166,69290,NA,4.10476379253387,-0.235761480013213,-16.1964519326065,NA,NA,12.3160488932937,2.5214007267922,"Conservative",46.94,19.95,23.58,NA,NA,5.16,1.86,2.17,23.4,69.3,23001,9774,11554,NA,NA,2527,909,1065,49000,70743,58.99558448,41.00441552,"Jenkin, Bernard","Man","Scott, Rosalind","Woman","Graham, Dominic","Man",NA,NA,NA,NA,"Hammond, Aaaron","Man","Roberts, Blake","Man","Jenkin, Bernard Christison","Man","White","Carlsson Browne, Edward Bengt","Man","White","Graham, Dominic Charles","Man","White",NA,NA,NA,NA,NA,NA,"Hughes, Mark James","Man","White","Flossman, Christopher Michael","Man","White"
298,"E14000735","Hastings and Rye","England","South East","County","Conservative",46.8684950516744,46.2367162107877,3.44191651754738,NA,NA,2.70058065222949,NA,0.75229156776102,0.631778840886681,69.9268376766813,25668,25322,1885,NA,NA,1479,NA,54766,97,78319,NA,2.32238002428225,11.1080025618392,0.272674268838447,NA,NA,-10.6243746759854,-3.83097374673552,"Conservative",44.5461150273921,35.1287136489485,3.16924224870894,NA,NA,13.3249553282149,3.83097374673552,NA,9.41740137844365,67.8167654304548,22686,17890,1614,NA,NA,6786,1951,NA,50927,124,75095,NA,3.45611502739214,-1.96128635105151,-12.5407577512911,NA,NA,10.5249553282149,3.83097374673552,"Conservative",41.09,37.09,15.71,NA,NA,2.8,NA,2.63,4,63.9,20468,18475,7825,NA,NA,1397,NA,1310,49814,77529,55.93723936,44.06276064,"Rudd, Amber","Woman","Chowney, Peter","Man","Perry, Nicholas","Man",NA,NA,NA,NA,"Sheridan, Michael","Man",NA,NA,"Rudd, Amber","Woman","White","Owen, Sarah Mei Li","Woman","BME","Perry, Nick","Man","White",NA,NA,NA,NA,NA,NA,"Michael, Andrew","Man","BME","Bowers, Jake","Man","White"
299,"E14000736","Havant","England","South East","Borough","Conservative",59.7573088051129,25.3055231679406,6.04784730319126,NA,NA,4.34209958112018,2.42259360020728,2.12462754242777,34.4517856371723,63.9078239271423,27676,11720,2801,NA,NA,2011,1122,46314,76,72470,NA,8.09540106887665,9.35790114599001,-0.486015461152454,NA,NA,-16.2677870968489,-2.82412719929303,"Conservative",51.6619077362363,15.9476220219506,6.53386276434371,NA,NA,20.6098866779691,5.24672079950031,NA,31.0520210582672,63.5200430759639,23159,7149,2929,NA,NA,9239,2352,NA,44828,148,70573,NA,0.561907736236279,-1.76237797804943,-16.8661372356563,NA,NA,14.6598866779691,5.24672079950031,"Conservative",51.1,17.71,23.4,NA,NA,5.95,NA,NA,27.7,63,22433,7777,10273,NA,NA,2611,NA,NA,43903,69671,62.61790804,37.38209196,"Mak, Alan","Man","Giles, Graham","Man","Gray, Paul","Man",NA,NA,NA,NA,"Perry, John","Man","Dawes, Tim","Man","Mak, Alan","Man","BME","Giles, Graham William","Man","White","Sollitt, Steve","Man","White",NA,NA,NA,NA,NA,NA,"Perry, John","Man","White","Dawes, Tim","Man","White"
300,"E14000737","Hayes and Harlington","England","London","Borough","Labour",28.6201414166771,66.5160453537509,1.25726957031087,NA,NA,2.41203296933183,1.19451068992929,NA,37.8959039370738,65.2426707430256,13681,31796,601,NA,NA,1153,571,47802,118,73268,NA,3.88869610417713,6.93907447306906,-0.713611111507316,NA,NA,-9.54641873521363,-0.567740730525254,"Labour",24.7314453125,59.5769708806818,1.97088068181818,NA,NA,11.9584517045455,1.76225142045455,NA,34.8455255681818,60.1757619467372,11143,26843,888,NA,NA,5388,794,NA,45056,142,74874,NA,-4.7085546875,4.74697088068182,-6.76911931818182,NA,NA,11.9584517045455,0.942251420454546,"Labour",29.44,54.83,8.74,NA,NA,NA,0.82,3.56,25.4,60.7,12553,23377,3726,NA,NA,NA,348,1520,42637,74197,58.24500129,41.75499871,"Smith, Greg","Man","McDonnell, John","Man","Newton Dunn, Bill","Man",NA,NA,NA,NA,"Dixon, Cliff","Man","Bowman, John","Man","Lewis, Pearl","Woman","White","McDonnell, John","Man","White","Khalsa, Satnam Kaur","Woman","BME",NA,NA,NA,NA,NA,NA,"Dixon, Cliff","Man","White","Munro, Alick","Man","White"
301,"E14000738","Hazel Grove","England","North West","County","Conservative",45.4250883712499,20.4749388199039,32.9307531949606,NA,NA,NA,1.16921961388562,NA,12.4943351762893,69.8667004401102,20047,9036,14533,NA,NA,NA,516,44132,114,63166,NA,4.04976733189221,2.92710106336166,6.71543123008401,NA,NA,-12.2237904625281,-1.46850916280982,"Conservative",41.3753210393577,17.5478377565423,26.2153219648766,NA,NA,12.2237904625281,2.63772877669544,NA,15.1599990744811,68.4950394624235,17882,7584,11330,NA,NA,5283,1140,NA,43219,127,63098,"Conservative gain from Liberal Democrat",7.75532103935769,5.07783775654226,-22.5846780351234,NA,NA,7.10379046252805,2.63772877669544,"Liberal Democrat",33.62,12.47,48.8,NA,NA,5.12,NA,NA,15.2,66.6,14114,5234,20485,NA,NA,2148,NA,NA,41981,62300,52.20859153,47.79140847,"Wragg, William","Man","Mishra, Nav","Man","Smart, Lisa","Woman",NA,NA,NA,NA,NA,NA,"Lee, Robbie","Man","Wragg, William Peter","Man","White","Taylor, Michael Stewart","Man","White","Smart, Lisa","Woman","White",NA,NA,NA,NA,NA,NA,"Palmer, Darran John","Man","White","Reid, Graham Douglas","Man","White"
302,"E14000739","Hemel Hempstead","England","East of England","County","Conservative",54.9615546459585,36.8960636547951,6.18377261772694,NA,NA,NA,1.95860908151945,-1.4210854715202e-14,18.0654909911633,70.2573405899348,28735,19290,3233,NA,NA,NA,1024,52282,151,74415,NA,2.08342920522347,13.0711890753823,1.34425052557051,NA,NA,-14.6052021840308,-1.38593990806409,"Conservative",52.878125440735,23.8248745794129,4.83952209215643,NA,NA,14.6052021840308,3.34454898958354,0.507726714081357,29.0532508613221,66.517905006969,26245,11825,2402,NA,NA,7249,1660,NA,49633,194,74616,NA,2.90812544073499,3.01487457941289,-18.0304779078436,NA,NA,12.0752021840308,3.34454898958354,"Conservative",49.97,20.81,22.87,NA,NA,2.53,NA,3.26,27.1,68,24721,10295,11315,NA,NA,1254,NA,1615,49471,72753,55.48656199,44.51343801,"Penning, Mike","Man","Tattershall, Mandi","Woman","Symington, Sally","Woman",NA,NA,NA,NA,NA,NA,"Hassan, Sherief","Man","Penning, Michael","Man","White","Breslin, Tony","Man","White","Martins, Rabi","Man","White",NA,NA,NA,NA,NA,NA,"Koch, Howard","Man","White","Borgars, Alan Edmund","Man","White"
303,"E14000740","Hemsworth","England","Yorkshire and The Humber","County","Labour",33.880376110047,56.0247257530907,1.98502524812816,NA,NA,5.63947414243427,NA,2.47039874629985,22.1443496430437,63.9265340197579,15566,25740,912,NA,NA,2591,NA,45944,83,71870,NA,11.0204034646666,4.68293449713637,-1.21499361712676,NA,NA,-14.5581394028188,NA,"Labour",22.8599726453804,51.3417912559543,3.20001886525492,NA,NA,20.197613545253,NA,2.40060368815734,28.481818610574,58.3188931980086,9694,21772,1357,NA,NA,8565,NA,NA,42406,167,72714,NA,-1.46002735461963,4.57179125595434,-9.72998113474508,NA,NA,20.197613545253,NA,"Labour",24.32,46.77,12.93,NA,NA,NA,NA,6.98,22.4,60.4,10662,20506,5667,NA,NA,NA,NA,3059,43840,72554,68.12554559,31.87445441,"Jordan, Mike","Man","Trickett, Jon","Man","Macqueen, Joan","Woman",NA,NA,NA,NA,"Dews, David","Man",NA,NA,"Pearson, Christopher James","Man","White","Trickett, Jon Hedley","Man","White","Macqueen, Mary","Woman","White",NA,NA,NA,NA,NA,NA,"Ashton, Steve","Man","White",NA,NA,NA
304,"E14000741","Hendon","England","London","Borough","Conservative",48.0283443454946,45.9752944556162,3.80158958153787,NA,NA,1.08781001627885,1.10696160107249,1.4210854715202e-14,2.05304988987839,68.2352787433679,25078,24006,1985,NA,NA,568,578,52215,115,76522,NA,-0.990394320634771,4.4600818825757,1.60936713543672,NA,NA,-4.14088230691277,-0.938172390464888,"Conservative",49.0187386661294,41.5152125730405,2.19222244610115,NA,NA,5.22869232319162,2.04513399153738,NA,7.50352609308886,65.9228265922827,24328,20604,1088,NA,NA,2595,1015,NA,49630,135,75285,NA,6.67873866612936,-0.594787426959499,-10.1677775538989,NA,NA,3.15869232319162,0.925133991537376,"Conservative",42.34,42.11,12.36,NA,NA,2.07,1.12,NA,0.2,58.8,19635,19529,5734,NA,NA,958,518,NA,46374,72943,41.57417525,58.42582475,"Offord, Matthew","Man","Katz, Mike","Man","Hill, Alasdair","Man",NA,NA,NA,NA,"Warsame, Sabriye","Man","Legarda, Carmen","Woman","Offord, Matthew James","Man","White","Dismore, Andrew","Man","White","Hill, Alasdair","Man","White",NA,NA,NA,NA,NA,NA,"Shamash, Raymond","Man","BME","Samuel, Ben","Man","White"
305,"E14000742","Henley","England","South East","County","Conservative",59.1061139424508,20.0616473143137,14.8601551690923,NA,NA,2.02105115676282,3.26450550797737,0.686526909402971,39.0444666281371,76.1350454018161,33749,11455,8485,NA,NA,1154,1864,57099,119,74997,NA,0.644241250728037,7.5390171455832,3.62653941125319,NA,NA,-8.85410272838455,-3.64222198858284,"Conservative",58.4618726917228,12.5226301687305,11.2336157578391,NA,NA,10.8751538851474,6.90672749656021,NA,45.9392425229923,70.864444615503,32292,6917,6205,NA,NA,6007,3815,NA,55236,162,77946,NA,2.3118726917228,1.62263016873054,-13.9263842421609,NA,NA,7.48515388514737,4.42672749656021,"Conservative",56.15,10.9,25.16,NA,NA,3.39,2.48,1.91,31,71.4,30054,5835,13466,NA,NA,1817,1328,1020,53520,73123,43.08582018,56.91417982,"Howell, John","Man","Kavanagh, Oliver","Man","Coyle, Laura","Woman",NA,NA,NA,NA,"Scott, Tim","Man","Bennett, Robin","Man","Howell, John Michael","Man","White","Juthani, Sam","Man","BME","Cooper, Sue","Woman","White",NA,NA,NA,NA,NA,NA,"Cooper, Barry","Man","White","Stevenson, Mark","Man","White"
306,"E14000743","Hereford and South Herefordshire","England","West Midlands","County","Conservative",53.4902147214959,23.7520798668885,7.04381586245147,NA,NA,2.28389192615482,2.41660724189842,11.0133903811108,29.7381348546074,71.0162052667117,27004,11991,3556,NA,NA,1153,1220,50484,71,71088,NA,0.91810900170838,10.9666724140244,-3.54085942374951,NA,NA,-14.5474769715746,-4.80983540151948,"Conservative",52.5721057197875,12.7854074528641,10.584675286201,NA,NA,16.8313688977294,7.22644264341791,NA,35.7407368220581,66.1075750157376,24844,6042,5002,NA,NA,7954,3415,NA,47257,202,71485,NA,6.34210571978755,5.53540745286413,-30.515324713799,NA,NA,13.4413688977294,7.22644264341791,"Conservative",46.23,7.25,41.1,NA,NA,3.39,NA,2.04,5.1,67.7,22366,3506,19885,NA,NA,1638,NA,986,48381,72021,60.41755815,39.58244185,"Norman, Jesse","Man","Coda, Anna","Woman","Hurds, Lucy","Woman",NA,NA,NA,NA,"Price, Gwyn","Man","Toynbee, Diana","Woman","Norman, Jesse","Man","White","Coda, Anna","Woman","White","Hurds, Lucy","Woman","White",NA,NA,NA,NA,NA,NA,"Ely, Nigel","Man","White","Toynbee, Diana Stella","Woman","White"
307,"E14000847","North Herefordshire","England","West Midlands","County","Conservative",61.9746098810212,18.9230125356239,11.706558781912,NA,NA,NA,5.522450525141,1.87336827630189,43.0515973453973,74.0608994701185,31097,9495,5874,NA,NA,NA,2771,50177,116,67751,NA,6.34293339267185,7.51597840614427,-0.304352656357132,NA,NA,-13.9932948795369,-1.43463253922399,"Conservative",55.6316764883493,11.4070341294796,12.0109114382692,NA,NA,13.9932948795369,6.95708306436499,NA,41.6383816088124,70.6989959661985,26716,5478,5768,NA,NA,6720,3341,NA,48023,190,67926,NA,3.85167648834933,4.31703412947962,-18.9890885617308,NA,NA,8.31329487953689,3.73708306436499,"Conservative",51.78,7.09,31,NA,NA,5.68,3.22,NA,20.8,71.5,24631,3373,14744,NA,NA,2701,1533,NA,47568,66946,58.01893429,41.98106571,"Wiggin, Bill","Man","Page, Roger","Man","Falconer, Jeanie","Woman",NA,NA,NA,NA,NA,NA,"Chowns, Ellie","Woman","Wiggin, Bill","Man","White","Prentice, Sally","Woman","White","Falconer, Jeanie","Woman","White",NA,NA,NA,NA,NA,NA,"Oakton, Jonathan","Man","White","Blench, Daisy","Woman","White"
308,"E14000744","Hertford and Stortford","England","East of England","County","Conservative",60.314708627817,28.5854780637418,8.07607681024137,NA,NA,NA,3.02373649819976,NA,31.7292305640752,72.859762688398,36184,17149,4845,NA,NA,NA,1814,59992,230,82339,NA,4.17632172019936,10.6669678375393,0.284261326118189,NA,NA,-13.3873518488903,-1.74019903496654,"Conservative",56.1383869076177,17.9185102262025,7.79181548412318,NA,NA,13.3873518488903,4.7639355331663,NA,38.2198766814151,69.8139188686267,31593,10084,4385,NA,NA,7534,2681,NA,56277,266,80610,NA,2.30838690761768,4.15851022620253,-18.1581845158768,NA,NA,10.2873518488903,4.7639355331663,"Conservative",53.83,13.76,25.95,NA,NA,3.1,NA,2.34,27.9,70.6,29810,7620,14373,NA,NA,1716,NA,1297,55377,78459,49.23723453,50.76276547,"Prisk, Mark","Man","Chibah, Katherine","Woman","Argent, Mark","Man",NA,NA,NA,NA,NA,NA,"Woolcombe, David","Man","Prisk, Mark","Man","White","Chibah, Katherine","Woman","White","Green, Michael","Man","White",NA,NA,NA,NA,NA,NA,"Baker, Adrian Howard","Man","White","Christophy, Sophie Elizabeth","Woman","White"
309,"E14000845","North East Hertfordshire","England","East of England","County","Conservative",58.6308024469234,28.3411299028427,7.69341489744512,NA,NA,NA,5.33465275278877,NA,30.2896725440806,73.1652734812084,32587,15752,4276,NA,NA,NA,2965,55580,168,75965,NA,3.26522400486319,9.4664574221114,0.135130811534667,NA,NA,-12.867443150305,0.000630911795791889,"Conservative",55.3655784420602,18.8746724807313,7.55828408591046,NA,NA,12.867443150305,5.33402184099298,NA,36.4909059613288,70.6581081081081,28949,9869,3952,NA,NA,6728,2789,NA,52287,196,74000,NA,1.83557844206017,2.43467248073135,-15.8417159140895,NA,NA,8.74744315030505,3.59402184099298,"Conservative",53.53,16.44,23.4,NA,NA,4.12,1.74,NA,30.1,69.8,26995,8291,11801,NA,NA,2075,875,NA,50425,72200,51.43007318,48.56992682,"Heald, Oliver","Man","Swanney, Doug","Man","Shepard, Nicky","Woman",NA,NA,NA,NA,NA,NA,"Lee, Tim","Man","Heald, Oliver","Man","White","York, Chris","Man","White","Jordan, Joe","Man","White",NA,NA,NA,NA,NA,NA,"Compton, William Matthew","Man","BME","May, Mario","Man","White"
310,"E14000951","South West Hertfordshire","England","East of England","County","Conservative",57.9163437917333,25.6838078907886,11.6696618468996,NA,NA,2.13179892173512,2.59838754884342,NA,32.2325359009447,74.7999062735087,35128,15578,7078,NA,NA,1293,1576,60653,138,81087,NA,0.976046587409698,9.36550939427227,1.41593806182265,NA,NA,-9.39840171737641,-1.91206349626109,"Conservative",56.9402972043236,16.3182984965163,10.2537237850769,NA,NA,11.5302006391115,4.51045104510451,0.447028829867114,40.6219987078073,71.8820605512878,32608,9345,5872,NA,NA,6603,2583,NA,57267,174,79668,NA,2.71029720432361,4.81829849651632,-17.6762762149231,NA,NA,8.97020063911153,4.51045104510451,"Conservative",54.23,11.5,27.93,NA,NA,2.56,NA,2.29,26.3,72.5,30773,6526,15853,NA,NA,1450,NA,1302,56750,78248,46.1954801,53.8045199,"Gauke, David","Man","Wakely, Rob","Man","Townsend, Christopher","Man",NA,NA,NA,NA,"Anderson, Mark","Man","De Hoest, Paul","Man","Gauke, David Michael","Man","White","Diggins, Simon Leo Carr","Man","White","Quinton, Nigel Alan","Man","White",NA,NA,NA,NA,NA,NA,"Anderson, Mark","Man","White","Pardy, Charlotte Susan","Woman","White"
311,"E14000745","Hertsmere","England","East of England","County","Conservative",61.1027118060207,28.6624691405278,5.34706141274185,NA,NA,2.99312958107668,1.89462805963294,NA,32.4402426654929,71.0335639809138,31928,14977,2794,NA,NA,1564,990,52253,136,73561,NA,1.81860887335816,6.23329024611565,-0.196848670905909,NA,NA,-9.74967850820083,NA,"Conservative",59.2841029326625,22.4291788944122,5.54391008364776,NA,NA,12.7428080892775,NA,NA,36.8549240382504,67.904347472447,29696,11235,2777,NA,NA,6383,NA,NA,50091,200,73767,NA,3.27410293266255,3.65917889441217,-11.8260899163522,NA,NA,9.12280808927752,NA,"Conservative",56.01,18.77,17.37,NA,NA,3.62,1.28,2.96,37.2,64.7,26476,8871,8210,NA,NA,1712,604,1397,47270,73057,50.83652561,49.16347439,"Dowden, Oliver","Man","Smith, Fiona","Woman","Jordan, Joe","Man",NA,NA,NA,NA,"Hoy, David","Man","Summerhayes, Sophie","Woman","Dowden, Oliver James","Man","White","Butler, Richard Raymond","Man","White","Bowler, Sophie","Woman","White",NA,NA,NA,NA,NA,NA,"Ward, Frank","Man","White",NA,NA,NA
312,"E14000746","Hexham","England","North East","County","Conservative",54.0758047767394,34.0948425060575,7.10669781931464,NA,NA,2.01194184839045,2.7107130494981,NA,19.9809622706819,75.7112672595941,24996,15760,3285,NA,NA,930,1253,46224,79,61053,NA,1.39614160913063,9.17155262256455,0.275460075630249,NA,NA,-7.91307833848232,-2.93007596884312,"Conservative",52.6796631676087,24.9232898834929,6.83123774368439,NA,NA,9.92502018687277,5.64078901834122,NA,27.7563732841158,72.5949621491257,22834,10803,2961,NA,NA,4302,2445,NA,43345,82,59708,NA,9.45966316760872,5.94328988349291,-23.0787622563156,NA,NA,9.92502018687277,5.64078901834122,"Conservative",43.22,18.98,29.91,NA,NA,NA,NA,2.77,13.3,70.8,18795,8253,13007,NA,NA,NA,NA,1205,43483,60360,45.33673575,54.66326425,"Opperman, Guy","Man","Powers, Stephen","Man","Hall, Fiona","Woman",NA,NA,NA,NA,"Miles, Stuart","Man","Foot, Wesley","Man","Opperman, Guy Thomas","Man","White","Carr, Liam","Man","White","Reid, Jeffrey","Man","White",NA,NA,NA,NA,NA,NA,"Nicholson, David","Man","White","Williscroft-Ferris, Lee Christopher","Man","White"
313,"E14000747","Heywood and Middleton","England","North West","County","Labour",38.0246665998195,53.2999097563421,2.17988569136669,NA,NA,6.49553795247167,NA,NA,15.2752431565226,62.4084804946121,18961,26578,1087,NA,NA,3239,NA,49865,97,79901,NA,18.930348745767,10.1872969581222,-1.13092233533404,NA,NA,-25.6998553476231,-2.28686802093205,"Labour",19.0943178540525,43.1126127982199,3.31080802670073,NA,NA,32.1953933000948,2.28686802093205,NA,10.9172194981252,60.6808436159972,9268,20926,1607,NA,NA,15627,1110,NA,48538,135,79989,NA,-8.06568214594751,3.00261279821995,-19.3991919732993,NA,NA,29.5653933000948,2.28686802093205,"Labour",27.16,40.11,22.71,NA,NA,2.63,NA,7.02,12.9,57.5,12528,18499,10474,NA,NA,1215,NA,3239,46125,80171,62.42561164,37.57438836,"Clarkson, Chris","Man","McInnes, Liz","Woman","Winlow, Bill","Man",NA,NA,NA,NA,"Seville, Lee","Man",NA,NA,"Gartside, Iain Brian","Man","White","McInnes, Liz","Woman","White","Smith, Anthony John","Man","White",NA,NA,NA,NA,NA,NA,"Bickley, John Joseph Peter","Man","White","Jackson, Abi","Woman","White"
