"pano","ons_const_id","constituency_name","country","region","constituency_type","winner_17","con_17","lab_17","ld_17","snp_17","pc_17","ukip_17","green_17","other_17","majority_17","turnout_17","con_vote_17","lab_vote_17","ld_vote_17","snp_vote_17","pc_vote_17","ukip_vote_17","green_vote_17","total_vote_17","rejected_vote_17","electorate_17","seat_change_1517","con_1517","lab_1517","ld_1517","snp_1517","pc_1517","ukip_1517","green_1517","winner_15","con_15","lab_15","ld_15","snp_15","pc_15","ukip_15","green_15","other_15","majority_15","turnout_15","con_vote_15","lab_vote_15","ld_vote_15","snp_vote_15","pc_vote_15","ukip_vote_15","green_vote_15","bnp_vote_15","total_vote_15","rejected_vote_15","electorate_15","seat_change_1015","con_1015","lab_1015","ld_1015","snp_1015","pc_1015","ukip_1015","green_1015","winner_10","con_10","lab_10","ld_10","snp_10","pc_10","ukip_10","green_10","bnp_10","majority_10","turn_10","con_vote_10","lab_vote_10","ld_vote_10","snp_vote_10","pc_vote_10","ukip_vote_10","green_vote_10","bnp_vote_10","total_vote_10","electorate_10","leave_hanretty","remain_hanretty","con_ppc_17","con_ppc_sex_17","lab_ppc_17","lab_ppc_sex_17","ld_ppc_17","ld_ppc_sex_17","snp_ppc_17","snp_ppc_sex_17","pc_ppc_17","pc_ppc_sex_17","ukip_ppc_17","ukip_ppc_sex_17","green_ppc_17","green_ppc_sex_17","con_ppc_15","con_ppc_sex_15","con_ppc_race_15","lab_ppc_15","lab_ppc_sex_15","lab_ppc_race_15","ld_ppc_15","ld_ppc_sex_15","ld_ppc_race_15","snp_ppc_15","snp_ppc_sex_15","snp_ppc_race_15","pc_ppc_15","pc_ppc_sex_15","pc_ppc_race_15","ukip_ppc_15","ukip_ppc_sex_15","ukip_ppc_race_15","green_ppc_15","green_ppc_sex_15","green_ppc_race_15"
272,"E14000713","Gosport","England","South East","Borough","Conservative",61.9369050746751,27.153857036034,4.70483619975344,NA,NA,3.61755017077262,2.06948121501182,0.517370303752955,34.7830480386411,66.7291509332182,30647,13436,2328,NA,NA,1790,1024,49481,28,74152,NA,6.625880213666,12.6232790437965,-2.21428684650692,NA,NA,-15.8222903830929,-1.51176288443221,"Conservative",55.3110248610091,14.5305779922375,6.91912304626036,NA,NA,19.4398405538655,3.58124409944404,0.218189447183468,35.8711843071436,65.0556859747775,26364,6926,3298,NA,NA,9266,1707,NA,47665,86,73268,NA,3.54102486100913,-2.38942200776251,-14.1408769537396,NA,NA,16.2498405538655,2.36124409944404,"Conservative",51.77,16.92,21.06,NA,NA,3.19,1.22,2.14,30.7,64.5,24300,7944,9887,NA,NA,1496,573,1004,46939,72817,61.81519262,38.18480738,"Dinenage, Caroline","Woman","Durrant, Alan","Man","Tennant, Bruce","Man",NA,NA,NA,NA,"Palmer, Chloe Marie","Woman","Cassidy, Monica","Woman","Dinenage, Caroline","Woman","White","Durrant, Alan","Man","White","Hylands, Rob","Man","White",NA,NA,NA,NA,NA,NA,"Wood, Christopher John","Man","White","Cassidy, Monica","Woman","White"
273,"W07000046","Gower","Wales","Wales","County","Labour",42.693522906793,49.8661576268211,2.04274179392663,NA,3.66201509566438,1.40863612427593,NA,0.326926452518876,7.17263472002808,73.3169248588389,19458,22727,931,NA,1669,642,NA,45576,53,62163,"Labour gain from Conservative",5.59637149653064,12.8321522944857,-1.58698831505883,NA,-3.47349171007957,-9.75418720703049,-2.71528135085832,"Conservative",37.0971514102624,37.0340053323355,3.62973010898545,NA,7.13550680574395,11.1628233313064,2.71528135085832,1.22550166050798,0.0631460779269375,69.165318667098,15862,15835,1552,NA,3051,4773,1161,NA,42758,57,61820,"Conservative gain from Labour",5.09715141026241,-1.39599466766453,-15.4402698910145,NA,0.515506805743954,9.60282333130642,2.71528135085832,"Labour",32,38.43,19.07,NA,6.62,1.56,NA,2.31,6.4,67.5,13333,16016,7947,NA,2760,652,NA,963,41671,61696,49.30873269,50.69126731,"Davies, Byron","Man","Antoniazzi, Tonia","Woman","Evans, Howard","Man",NA,NA,"Roberts, Harri","Man","Ford, Ross","Man",NA,NA,"Davies, Byron","Man","White","Evans, Liz","Woman","White","Sheehan, Mike","Man","White",NA,NA,NA,"Thomas, Darren","Man","White","Beckett, Colin Joseph","Man","White","Marshall, Julia Claire Francesca","Woman","White"
274,"E14000714","Grantham and Stamford","England","East Midlands","County","Conservative",62.0041347869878,26.4979767815808,5.51304931705335,NA,NA,3.08342021098016,1.38179633523581,1.51962256816215,35.506158005407,69.2353804746758,35090,14996,3120,NA,NA,1745,782,56593,106,81740,NA,9.17370040879041,9.6251277442819,-0.557083693829362,NA,NA,-14.4219281287092,-2.10067041204352,"Conservative",52.8304343781974,16.8728490372989,6.07013301088271,NA,NA,17.5053483396893,3.48246674727932,3.2387684866524,35.325086038508,66.241528034504,28399,9070,3263,NA,NA,9410,1872,NA,53755,224,81150,NA,2.54043437819738,-1.12715096270114,-16.1398669891173,NA,NA,14.4653483396893,3.48246674727932,"Conservative",50.29,18,22.21,NA,NA,3.04,NA,4.71,28.1,67.7,26552,9503,11726,NA,NA,1604,NA,2485,52799,78000,60.99591413,39.00408587,"Boles, Nick","Man","Fairbairn, Barrie","Man","Day, Anita","Woman",NA,NA,NA,NA,"King, Marietta","Woman","Thackray, Rebecca","Woman","Boles, Nick","Man","White","Fairbairn, Barrie Anthony","Man","White","Bisnauthsing, Harrish","Man","BME",NA,NA,NA,NA,NA,NA,"King, Marietta Eve","Woman","White","Campbell, Aidan William Robert","Man","White"
275,"E14000715","Gravesham","England","South East","County","Conservative",55.5891177010837,36.5124395371145,2.46953895136437,NA,NA,3.55531971345184,1.47560054697226,0.397983550013265,19.0766781639692,67.161499026784,27237,17890,1210,NA,NA,1742,723,48997,109,72954,NA,8.75132675990022,6.36824041068599,0.253698986466784,NA,NA,-15.0050823687596,-0.766167338306661,"Conservative",46.8377909411835,30.1441991264285,2.21583996489758,NA,NA,18.5604020822115,2.24176788527892,NA,16.693591814755,69.5959357605874,23484,15114,1111,NA,NA,9306,1124,NA,50139,181,72043,NA,-1.69220905881649,1.30419912642853,-11.0841600351024,NA,NA,13.7704020822115,0.811767885278925,"Conservative",48.53,28.84,13.3,NA,NA,4.79,1.43,NA,19.7,67.4,22956,13644,6293,NA,NA,2265,675,NA,47303,70200,65.37720795,34.62279205,"Holloway, Adam","Man","Garford, Mandy","Woman","Willis, James","Man",NA,NA,NA,NA,"Feyisetan, Emmanuel","Man","Gilligan, Marna","Woman","Holloway, Adam James Harold","Man","White","Dhesi, Tanmanjeet Singh","Man","BME","Bunting, Anne-Marie","Woman","White",NA,NA,NA,NA,NA,NA,"Marriott, Sean David","Man","White","Lindop, Mark Richard","Man","White"
276,"E14000716","Great Grimsby","England","Yorkshire and The Humber","Borough","Labour",42.1722361420005,49.3933166295994,2.68573519889643,NA,NA,4.63950902283156,NA,1.10920300667212,7.22108048759889,57.5304083053949,14980,17545,954,NA,NA,1648,NA,35521,60,61743,NA,15.8640922980587,9.62574377376944,-2.29484646189039,NA,NA,-20.3137980240986,-2.32130680975957,"Labour",26.3081438439418,39.7675728558299,4.98058166078681,NA,NA,24.9533070469301,2.32130680975957,1.66908778275177,13.4594290118882,56.9780405405405,8874,13414,1680,NA,NA,8417,783,NA,33731,104,59200,NA,-4.23185615605823,7.06757285582994,-17.4394183392132,NA,NA,18.7533070469301,2.32130680975957,"Labour",30.54,32.7,22.42,NA,NA,6.2,NA,4.6,2.2,53.8,10063,10777,7388,NA,NA,2043,NA,1517,32954,61231,71.44662955,28.55337045,"Gideon, Jo","Woman","Onn, Melanie","Woman","Beasant, Steve","Man",NA,NA,NA,NA,"Hookem, Mike","Man",NA,NA,"Jones, Marc Stuart","Man","White","Onn, Melanie","Woman","White","Beasant, Steve","Man","White",NA,NA,NA,NA,NA,NA,"Ayling, Victoria Caroline","Woman","White","Dunn, Vicky","Woman","White"
277,"E14000717","Great Yarmouth","England","East of England","County","Conservative",54.1408055089929,36.0802790739818,2.23576314954922,NA,NA,6.26783853576768,1.27531373170842,NA,18.0605264350111,61.8222047949809,23901,15928,987,NA,NA,2767,563,44146,203,71408,NA,11.2142724185254,6.99260001666095,-0.0804571387414965,NA,NA,-16.8269016202961,-0.923971163387038,"Conservative",42.9265330904675,29.0876790573208,2.31622028829072,NA,NA,23.0947401560638,2.19928489509546,0.375542512761699,13.8388540331467,63.7155588669351,19089,12935,1030,NA,NA,10270,978,NA,44469,160,69793,NA,-0.203466909532487,-4.11232094267917,-12.0537797117093,NA,NA,18.2947401560638,1.22928489509546,"Conservative",43.13,33.2,14.37,NA,NA,4.8,0.97,3.3,9.9,61.2,18571,14295,6188,NA,NA,2066,416,1421,43057,70315,71.50494733,28.49505267,"Lewis, Brandon","Man","Smith-Clare, Mike","Man","Joyce, James","Man",NA,NA,NA,NA,"Blaiklock, Catherine","Woman","Webb, Harry","Man","Lewis, Brandon Kenneth","Man","White","Norris, Lara Caroline","Woman","White","Joyce, James Michael","Man","White",NA,NA,NA,NA,NA,NA,"Grey, Alan Christie","Man","White","Webb, Harry Lee","Man","White"
278,"E14000718","Greenwich and Woolwich","England","London","Borough","Labour",25.4227394268068,64.4277482770308,7.12725492411404,NA,NA,NA,3.02225737204836,NA,39.0050088502241,68.7990672366887,13501,34215,3785,NA,NA,NA,1605,53106,200,77190,NA,-1.20197159297233,12.23149859812,1.46538318852024,NA,NA,-8.32263036218854,-3.3802599667649,"Labour",26.6247110197791,52.1962496789109,5.6618717355938,NA,NA,8.32263036218854,6.40251733881325,0.792019864714445,25.5715386591318,63.7195662552002,12438,24384,2645,NA,NA,3888,2991,NA,46716,171,73315,NA,2.08471101977909,3.00624967891087,-12.5381282644062,NA,NA,8.32263036218854,3.84251733881325,"Labour",24.54,49.19,18.2,NA,NA,NA,2.56,2.79,24.6,62.9,10109,20262,7498,NA,NA,NA,1054,1151,41188,65489,35.6656796,64.3343204,"Attfield, Caroline","Woman","Pennycook, Matthew","Man","Adams, Chris","Man",NA,NA,NA,NA,NA,NA,"Garrun, Daniel","Man","Hartley, Matt","Man","White","Pennycook, Matthew Thomas","Man","White","Holder, Tom","Man","White",NA,NA,NA,NA,NA,NA,"Acty, Ryan Matthew John","Man","White","Akinoshun, Abbey","Man","BME"
279,"E14000719","Guildford","England","South East","County","Conservative",54.5767353041849,18.9969194184727,23.8790106108919,NA,NA,NA,2.07533913419445,0.471995532256045,30.697724693293,73.7259433398414,30295,10545,13255,NA,NA,NA,1152,55509,147,75291,NA,-2.47879761175626,6.89378156791883,8.40462836364264,NA,NA,-8.84303337902419,-2.66292634204012,"Conservative",57.0555329159412,12.1031378505538,15.4743822472493,NA,NA,8.84303337902419,4.73826547623458,1.78564813099693,41.5811506686919,71.2846447387533,30802,6534,8354,NA,NA,4774,2558,NA,53986,188,75733,NA,3.75553291594117,7.04313785055385,-23.8256177527507,NA,NA,7.00303337902419,4.73826547623458,"Conservative",53.3,5.06,39.3,NA,NA,1.84,NA,NA,14,72.1,29618,2812,21836,NA,NA,1021,NA,NA,55567,77082,41.20234401,58.79765599,"Milton, Anne","Woman","Smith, Howard","Man","Franklin, Zoe","Woman",NA,NA,NA,NA,NA,NA,"Bray-Parry, Mark","Man","Milton, Anne Frances","Woman","White","Wilson, Richard Michael","Man","White","Blundell, Kelly Marie","Woman","White",NA,NA,NA,NA,NA,NA,"Aldridge, Harry Christopher","Man","White","Pletts, John","Man","White"
280,"E14000720","Hackney North and Stoke Newington","England","London","Borough","Labour",12.6576432555331,75.0737148744183,6.77999218444705,NA,NA,NA,4.62893886106078,0.859710824540826,62.4160716188852,66.1877777516518,7126,42265,3817,NA,NA,NA,2606,56298,187,85058,NA,-2.07364946601765,12.2176601908334,1.78470283050715,NA,NA,-2.17491530859743,-9.96604580428289,"Labour",14.7312927215507,62.8560546835849,4.9952893539399,NA,NA,2.17491530859743,14.5949846653437,0.647463266983383,48.1247619620342,56.591380894581,7349,31357,2492,NA,NA,1085,7281,NA,49887,202,88153,NA,0.191292721550704,7.88605468358491,-18.8647106460601,NA,NA,2.17491530859743,10.0049846653437,"Labour",14.54,54.97,23.86,NA,NA,NA,4.59,NA,31.1,62.9,6759,25553,11092,NA,NA,NA,2133,NA,46461,73982,20.48078926,79.51921074,"Gray, Amy","Woman","Abbott, Diane","Woman","Richards, Joe","Man",NA,NA,NA,NA,NA,NA,"Binnie-Lubbock, Alastair","Man","Gray, Amy Elizabeth","Woman","White","Abbott, Diane Julie","Woman","BME","de Deney, Simon Nicholas Christian","Man","White",NA,NA,NA,NA,NA,NA,"Fraser, Keith Graham","Man","White","Finlay, Heather","Woman","White"
281,"E14000721","Hackney South and Shoreditch","England","London","Borough","Labour",10.917006901037,79.4414134479893,5.72316363767749,NA,NA,NA,2.74957545976804,1.16884055352821,68.5244065469523,66.6121132624941,6043,43974,3168,NA,NA,NA,1522,55354,215,83099,NA,-2.57605741169948,15.0593201314698,1.12879625642487,NA,NA,-3.82093316519546,-8.84983605767627,"Labour",13.4930643127364,64.3820933165195,4.59436738125263,NA,NA,3.82093316519546,11.5994115174443,2.11013030685162,50.8890290037831,55.995574960869,6420,30633,2186,NA,NA,1818,5519,NA,47580,191,84971,NA,-0.036935687263556,8.64209331651954,-17.8056326187474,NA,NA,2.30093316519546,8.1194115174443,"Labour",13.53,55.74,22.4,NA,NA,1.52,3.48,NA,33.3,58.9,5800,23888,9600,NA,NA,651,1493,NA,42858,72920,22.78226185,77.21773815,"Parker, Luke","Man","Hillier, Meg","Woman","Raval, Dave","Man",NA,NA,NA,NA,NA,NA,"Johnson, Rebecca","Woman","Tinley, John Robert","Man","White","Hillier, Margaret Olivia","Woman","White","Mathis, Benjamin Daniel David","Man","White",NA,NA,NA,NA,NA,NA,"Small, David Angus","Man","White","George, Charlotte","Woman","White"
282,"E14000722","Halesowen and Rowley Regis","England","West Midlands","Borough","Conservative",51.853354063859,40.0166745532797,1.93560017125217,NA,NA,4.79055409089885,0.991459924739178,0.412357195971083,11.8366795105793,64.4518996165911,23012,17759,859,NA,NA,2126,440,44379,90,68856,NA,8.64508349012222,3.84204312327377,-0.129761095807031,NA,NA,-11.8236227314116,-0.946099982148402,"Conservative",43.2082705737368,36.1746314300059,2.0653612670592,NA,NA,16.6141768223105,1.93755990688758,NA,7.03363914373089,66.3426598837209,18933,15851,905,NA,NA,7280,849,NA,43818,119,66048,NA,2.01827057373682,-0.415368569994072,-12.7446387329408,NA,NA,10.1941768223105,1.93755990688758,"Conservative",41.19,36.59,14.81,NA,NA,6.42,NA,NA,4.6,69,18115,16092,6515,NA,NA,2824,NA,NA,43979,66943,66.58986796,33.41013204,"Morris, James","Man","Cooper, Ian","Man","Scott, Jamie","Man",NA,NA,NA,NA,"Henley, Stuart","Man","Robertson, James","Man","Morris, James George","Man","White","Peacock, Stephanie Louise","Woman","White","Tyzack, Peter Laurence","Man","White",NA,NA,NA,NA,NA,NA,"Perks, Dean","Man","White","Payne, John","Man","White"
283,"E14000723","Halifax","England","Yorkshire and The Humber","Borough","Labour",41.6998094291159,52.835777612064,2.2164222387936,NA,NA,3.24799072002651,NA,1.4210854715202e-14,11.135968182948,67.7805234190722,20131,25507,1070,NA,NA,1568,NA,48276,99,71224,NA,2.66705738925579,12.8248069357675,-1.50675102932515,NA,NA,-9.59912833466688,-2.61010673553813,"Labour",39.0327520398601,40.0109706762965,3.72317326811876,NA,NA,12.8471190546934,2.61010673553813,1.77587822549311,0.978218636436353,62.0944622633476,17078,17506,1629,NA,NA,5621,1142,NA,43753,241,70462,NA,5.04275203986013,2.64097067629648,-15.4168267318812,NA,NA,11.3471190546934,2.61010673553813,"Labour",33.99,37.37,19.14,NA,NA,1.5,NA,6.34,3.4,61.9,14806,16278,8335,NA,NA,654,NA,2760,43555,70380,58.82165334,41.17834666,"Pearson, Chris","Man","Lynch, Holly","Woman","Baker, James","Man",NA,NA,NA,NA,"Weedon, Mark","Man",NA,NA,"Allott, Philip David","Man","White","Walker-Lynch, Holly Jamie","Woman","White","Ilyas, Mohammed","Man","BME",NA,NA,NA,NA,NA,NA,"Phillips, Liz","Woman","White","Scott, Gary Michael","Man","White"
284,"E14000724","Haltemprice and Howden","England","Yorkshire and The Humber","County","Conservative",60.9545101088647,31.00699844479,4.82503888024883,NA,NA,NA,1.38219284603421,1.83125972006219,29.9475116640746,71.924943022134,31355,15950,2482,NA,NA,NA,711,51440,159,71519,NA,6.77972494981062,10.0479566661736,-1.44072808654568,NA,NA,-13.9077465799783,-2.32804363283036,"Conservative",54.1747851590541,20.9590417786164,6.26576696679451,NA,NA,13.9077465799783,3.71023647886457,0.982423036692167,33.2157433804377,68.4837418358031,26414,10219,3055,NA,NA,6781,1809,NA,48757,180,71195,NA,3.93478515905408,5.29904177861641,-20.1742330332055,NA,NA,13.9077465799783,2.34023647886457,"Conservative",50.24,15.66,26.44,NA,NA,NA,1.37,3.25,23.8,69.2,24486,7630,12884,NA,NA,NA,669,1583,48737,70254,55.23170958,44.76829042,"Davis, David","Man","Devanney, Hollie","Woman","Nolan, David","Man",NA,NA,NA,NA,NA,NA,"Needham, Carole","Woman","Davis, David","Man","White","Hart, Edward","Man","White","Minns, Carl","Man","White",NA,NA,NA,NA,NA,NA,"Kitchener, John","Man","White","Greene, Tim","Man","White"
285,"E14000725","Halton","England","North West","County","Labour",21.6284987277354,72.9330748414718,1.80944303081708,NA,NA,3.00496789046407,NA,0.624015509511693,51.3045761137364,67.4108662210545,10710,36115,896,NA,NA,1488,NA,49518,85,73457,NA,3.84425511891321,10.0940814381002,-0.627089408158558,NA,NA,-11.0611760803953,-2.25884547897741,"Labour",17.7842436088222,62.8389934033716,2.43653243897563,NA,NA,14.0661439708593,2.25884547897741,0.615241098993847,45.0547497945495,61.829492707847,8007,28292,1097,NA,NA,6333,1017,NA,45023,168,72818,NA,-2.38575639117784,5.15899340337161,-11.3934675610244,NA,NA,11.0961439708593,0.688845478977411,"Labour",20.17,57.68,13.83,NA,NA,2.97,1.57,3.78,37.5,60,8339,23843,5718,NA,NA,1228,647,1563,41338,68846,57.6668684,42.3331316,"Lloyd, Matthew","Man","Twigg, Derek","Man","Bate, Ryan","Man",NA,NA,NA,NA,"Redican, Glyn","Man",NA,NA,"Lloyd, Matthew Dominic","Man","White","Twigg, Derek","Man","White","Bate, Ryan Stephen Robert","Man","White",NA,NA,NA,NA,NA,NA,"Redican, Glyn","Man","White","Malvin, David Robert","Man","White"
286,"E14000726","Hammersmith","England","London","Borough","Labour",28.1788256908826,63.8731531807395,5.36247416366838,NA,NA,0.970297787644492,1.53104187399525,0.0842073030697321,35.6943274898568,71.7717676469376,14724,33375,2802,NA,NA,507,800,52252,131,72803,NA,-8.23276730327915,13.8710681098471,0.725276498947776,NA,NA,-3.41877644087928,-2.85803235452852,"Labour",36.4115929941618,50.0020850708924,4.6371976647206,NA,NA,4.38907422852377,4.38907422852377,0.170975813177648,13.5904920767306,66.3769479890387,17463,23981,2224,NA,NA,2105,2105,NA,47960,170,72254,NA,0.0315929941617981,6.15208507089241,-11.3128023352794,NA,NA,3.22907422852377,2.91907422852377,"Labour",36.38,43.85,15.95,NA,NA,1.16,1.47,0.91,7.5,65.6,17261,20810,7567,NA,NA,551,696,432,47452,72348,31.31363377,68.68636623,"Dewhirst, Charlie","Man","Slaughter, Andy","Man","Onstad, Joyce","Woman",NA,NA,NA,NA,"Bovill, Jack","Man","Horn, Alex","Man","Dewhirst, Charlie","Man","White","Slaughter, Andy","Man","White","Scott, Millicent Ragnhild Helen","Woman","White",NA,NA,NA,NA,NA,NA,"Wood, Richard","Man","White","Akan, David Recep","Man","White"
287,"E14000680","East Hampshire","England","South East","County","Conservative",63.6424343055155,16.9849119260757,15.1656800462027,NA,NA,NA,3.17643661565117,1.03053710655502,46.6575223794398,74.7231999568448,35263,9411,8403,NA,NA,NA,1760,55408,159,74151,NA,2.97523842563394,6.8782302865473,4.06769170180108,NA,NA,-11.9789347325214,-2.97276278801589,"Conservative",60.6671958798815,10.1066816395284,11.0979883444016,NA,NA,11.9789347325214,6.14919940366706,NA,48.6882611473601,72.6693305568844,31334,5220,5732,NA,NA,6187,3176,NA,51649,218,71074,NA,3.88719587988151,2.22668163952835,-19.3820116555984,NA,NA,9.09893473252144,6.14919940366706,"Conservative",56.78,7.88,30.48,NA,NA,2.88,NA,NA,26.3,71,29137,4043,15640,NA,NA,1477,NA,NA,51317,72262,49.27436942,50.72563058,"Hinds, Damian","Man","Dasgupta, Rohit","Man","Robinson, Richard","Man",NA,NA,NA,NA,NA,NA,"Knight, Richard","Man","Hinds, Damian","Man","White","Wilks, Alex","Man","White","Robinson, Richard Anthony","Man","White",NA,NA,NA,NA,NA,NA,"Ballie, Peter","Man","White","Bisset, Peter Grant","Man","White"
288,"E14000844","North East Hampshire","England","South East","County","Conservative",65.514429000295,17.321741544762,12.1245249622573,NA,NA,1.84115084942822,2.56129939091051,0.636854252346993,48.192687455533,77.272849173997,37754,9982,6987,NA,NA,1061,1476,57627,121,74576,NA,-0.361496925630917,7.52544524846571,1.64859903633135,NA,NA,-6.92181211353474,-1.81647838686727,"Conservative",65.8759259259259,9.7962962962963,10.4759259259259,NA,NA,8.76296296296296,4.37777777777778,0.711111111111111,55.4,70.2046335058114,35573,5290,5657,NA,NA,4732,2364,NA,54000,198,76918,NA,5.28592592592592,0.0262962962962963,-14.9840740740741,NA,NA,4.58296296296296,4.37777777777778,"Conservative",60.59,9.77,25.46,NA,NA,4.18,NA,NA,35.1,73.3,32075,5173,13478,NA,NA,2213,NA,NA,52939,72196,46.17891358,53.82108642,"Jayawardena, Ranil","Man","Jones, Barry","Man","Cockarill, Graham","Man",NA,NA,NA,NA,"Gascoigne, Mike","Man","Spradbery, Chas","Man","Jayawardena, Ranil Malcolm","Man","BME","Hussain, Amran Justin Matheo","Man","BME","Cockarill, Graham","Man","White",NA,NA,NA,NA,NA,NA,"Blay, Robert John Charles","Man","White","Johnston, Andrew Graham","Man","White"
289,"E14000857","North West Hampshire","England","South East","County","Conservative",62.0550602327639,23.4669570543796,9.71210780643844,NA,NA,2.49608657183693,2.26978833458109,NA,38.5881031783843,72.1748741250154,36471,13792,5708,NA,NA,1467,1334,58772,108,81430,NA,3.98458283444884,10.165027531778,0.379740744204542,NA,NA,-12.1954615756402,-2.33388953479113,"Conservative",58.0704773983151,13.3019295226017,9.3323670622339,NA,NA,14.6915481474771,4.60367786937223,NA,43.3789292508379,69.6704239930323,32052,7342,5151,NA,NA,8109,2541,NA,55195,200,79223,NA,-0.239522601684932,0.201929522601686,-14.1076329377661,NA,NA,9.53154814747713,4.60367786937223,"Conservative",58.31,13.1,23.44,NA,NA,5.16,NA,NA,34.9,70.1,31072,6980,12489,NA,NA,2751,NA,NA,53292,75701,54.75487561,45.24512439,"Malthouse, Kit","Man","Fitchet, Andy","Man","Payton, Alex","Man",NA,NA,NA,NA,"Clark, Roger","Man","Hill, Dan","Man","Malthouse, Kit","Man","White","Adams, Andrew Timothy","Man","White","Payton, Alexander Clifford Basil Lee","Man","White",NA,NA,NA,NA,NA,NA,"Perkins, Sue","Woman","White","Hill, Dan","Man","White"
290,"E14000727","Hampstead and Kilburn","England","London","Borough","Labour",32.3659835293715,59.0066259181263,7.01970654202407,NA,NA,NA,1.27039567175167,0.337288338726538,26.6406423887548,70.4063550996299,18904,34464,4100,NA,NA,NA,742,58407,165,82957,NA,-9.95667602144017,14.5751530843852,1.38817440949127,NA,NA,-2.83892965680824,-3.15292357811861,"Labour",42.3226595508117,44.431472833741,5.6315321325328,NA,NA,2.83892965680824,4.42331924987028,0.352086576236009,2.10881328292936,67.2909782405387,22839,23977,3039,NA,NA,1532,2387,NA,53964,184,80195,NA,9.59265955081165,11.621472833741,-25.5884678674672,NA,NA,2.06892965680824,2.98331924987028,"Labour",32.73,32.81,31.22,NA,NA,0.77,1.44,0.62,0.1,66.3,17290,17332,16491,NA,NA,408,759,328,52822,80373,23.72531934,76.27468066,"Leyland, Claire-Louise","Woman","Siddiq, Tulip","Woman","Allan, Kirsty","Woman",NA,NA,NA,NA,NA,NA,"Mansook, John","Man","Marcus, Simon","Man","White","Siddiq, Tulip","Woman","BME","Nawaz, Maajid","Man","BME",NA,NA,NA,NA,NA,NA,"Neilsen, Magnus","Man","White","Johnson, Rebecca","Woman","White"
291,"E14000728","Harborough","England","East Midlands","County","Conservative",52.3195249835064,30.7406507170388,12.649744782805,NA,NA,2.36292926837737,1.92715024827251,NA,21.5788742664676,73.0846339297044,30135,17706,7286,NA,NA,1361,1110,57598,118,78810,NA,-0.423895191447414,15.4121835637541,-0.761472842168837,NA,NA,-12.0050073061114,-2.22180822402647,"Conservative",52.7434201749538,15.3284671532847,13.4112176249738,NA,NA,14.3679365744888,4.14895847229898,NA,37.4149530216691,67.4781378600823,27675,8043,7037,NA,NA,7539,2177,NA,52471,210,77760,NA,3.79342017495378,2.61846715328467,-17.7087823750262,NA,NA,11.7079365744888,4.14895847229898,"Conservative",48.95,12.71,31.12,NA,NA,2.66,NA,3.12,17.8,70.5,26894,6981,17097,NA,NA,1462,NA,1715,54945,77917,52.36640286,47.63359714,"O'Brien, Neil","Man","Thomas, Andy","Man","Haq, Zuffar","Man",NA,NA,NA,NA,"Khong, Teck","Man","Woodiwiss, Darren","Man","Garnier, Edward Henry","Man","White","Meghani, Sundip","Man","BME","Haq, Zuffar Iqval","Man","BME",NA,NA,NA,NA,NA,NA,"Hunt, Marc James","Man","White","Woodiwiss, Darren Neil","Man","White"
292,"E14000729","Harlow","England","East of England","County","Conservative",54.0293448691076,38.3512464879811,2.16295767738483,NA,NA,3.98474780359452,1.47170316193194,2.8421709430404e-14,15.6780983811265,66.2432236812951,24230,17199,970,NA,NA,1787,660,44846,75,67699,NA,5.16491242690292,8.35644411063368,0.120065991321237,NA,NA,-12.3041496224523,-0.684180320927199,"Conservative",48.8644324422047,29.9948023773474,2.04289168606359,NA,NA,16.2888974260469,2.15588348285914,0.653092585478294,18.8696300648573,65.0807424184487,21623,13273,904,NA,NA,7208,954,NA,44251,125,67994,NA,3.98443244220469,-3.65519762265259,-11.6071083139364,NA,NA,12.6588974260469,2.15588348285914,"Conservative",44.88,33.65,13.65,NA,NA,3.63,NA,3.96,11.2,65.1,19691,14766,5990,NA,NA,1591,NA,1739,43878,67583,67.73231788,32.26768212,"Halfon, Robert","Man","Waite, Phil","Man","Seef, Geoffrey","Man",NA,NA,NA,NA,"Gough, Mark","Man","Clare, Hannah","Woman","Halfon, Robert Henry","Man","White","Stride, Suzie","Woman","White","Seeff, Geoffrey","Man","White",NA,NA,NA,NA,NA,NA,"Stopplecamp, Sam","Man","White","Sackwild, Murray Andrew-Michael","Man","White"
293,"E14000730","Harrogate and Knaresborough","England","Yorkshire and The Humber","County","Conservative",55.475854776172,20.0828339795559,23.4561156150864,NA,NA,NA,NA,0.985195629185753,32.0197391610857,73.4213250517598,31477,11395,13309,NA,NA,NA,NA,56740,139,77280,NA,2.73117551957729,9.94906599394436,1.38252448798804,NA,NA,-10.6433603117506,-4.40460131894484,"Conservative",52.7446792565947,10.1337679856115,22.0735911270983,NA,NA,10.6433603117506,4.40460131894484,NA,30.6710881294964,69.8565595225631,28153,5409,11782,NA,NA,5681,2351,NA,53376,138,76408,NA,7.00467925659473,3.71376798561151,-21.7164088729017,NA,NA,8.6533603117506,4.40460131894484,"Conservative",45.74,6.42,43.79,NA,NA,1.99,NA,2.06,2,70.6,24305,3413,23266,NA,NA,1056,NA,1094,53134,74760,47.17935509,52.82064491,"Jones, Andrew","Man","Sewards, Mark","Man","Flynn, Helen","Woman",NA,NA,NA,NA,NA,NA,NA,NA,"Jones, Andrew Hansen","Man","White","Williams, Jan","Woman","White","Flynn, Helen","Woman","White",NA,NA,NA,NA,NA,NA,"Simister, David","Man","White","Oakes, Shan","Woman","White"
